,pH,Temp,Current,passorfail,NG
46736,10.28,45.79,8.8,,1.0
46737,10.87,43.97,7.34,,1.0
46738,10.53,47.3,7.19,,1.0
46739,10.94,47.14,8.9,,1.0
46740,9.9,46.96,7.71,,1.0
46741,9.7,42.94,8.6,,1.0
46742,10.23,46.16,8.79,,1.0
46743,10.04,45.69,7.19,,1.0
46744,10.6,46.38,8.44,,1.0
46745,10.32,44.55,8.42,,1.0
46746,10.77,46.0,7.37,,1.0
46747,10.81,45.25,8.03,,1.0
46748,10.22,46.26,7.18,,1.0
46749,9.67,43.96,8.25,,1.0
46750,9.9,45.68,7.8,,1.0
46751,9.99,46.97,7.79,,1.0
46752,10.03,46.98,7.19,,1.0
46753,9.7,45.42,8.91,,1.0
46754,9.81,42.4,7.96,,1.0
46755,10.62,50.75,8.99,,1.0
46756,9.99,43.86,7.07,,1.0
46757,9.59,43.81,8.28,,1.0
46758,10.3,47.26,8.09,,1.0
46759,9.82,42.11,8.55,,1.0
46760,9.92,47.33,7.29,,1.0
46761,10.58,43.43,7.93,,1.0
46762,10.19,46.39,8.93,,1.0
46763,10.63,47.5,8.06,,1.0
46764,9.55,47.64,8.15,,1.0
46765,10.52,44.52,7.2,,1.0
46766,9.76,45.87,8.19,,1.0
46767,10.69,46.85,8.98,,1.0
46768,9.96,44.81,7.07,,1.0
46769,10.62,44.42,8.3,,1.0
46770,9.97,47.2,7.92,,1.0
46771,9.73,43.05,8.33,,1.0
46772,10.31,47.55,7.53,,1.0
46773,10.14,46.0,7.62,,1.0
46774,9.71,46.47,7.18,,1.0
46775,10.17,45.54,8.11,,1.0
46776,10.5,46.51,7.57,,1.0
46777,10.87,46.05,8.54,,1.0
46778,9.87,45.81,8.96,,1.0
46779,10.06,45.19,8.55,,1.0
46780,10.34,43.63,8.01,,1.0
46781,9.62,46.06,7.86,,1.0
46782,10.79,46.29,8.13,,0.0
46783,10.77,46.32,5.75,,0.0
46784,10.97,43.66,8.87,,0.0
46785,9.85,46.02,8.56,,0.0
46786,10.39,45.63,7.7,,0.0
46787,10.65,45.19,8.85,,0.0
46788,10.99,42.71,8.83,,0.0
46789,9.6,42.02,7.91,,0.0
46790,10.5,42.08,8.05,,0.0
46791,11.21,47.01,5.75,,0.0
46792,10.02,43.31,8.39,,0.0
46793,10.83,46.49,8.6,,0.0
46794,10.28,43.47,8.16,,0.0
46795,9.57,47.38,8.03,,0.0
46796,10.93,43.06,8.73,,0.0
46797,10.32,42.94,7.77,,0.0
46798,9.59,47.2,7.87,,0.0
46799,9.61,42.62,7.22,,0.0
46800,9.81,43.63,8.37,,0.0
46801,9.63,45.71,7.39,,0.0
46802,10.19,47.67,7.17,,0.0
46803,10.06,44.84,7.12,,0.0
46804,10.59,43.47,8.2,,0.0
46805,10.69,44.77,7.43,,0.0
46806,9.78,46.98,6.48,,0.0
46807,10.43,45.11,7.99,,0.0
46808,10.53,47.4,7.12,,0.0
46809,10.83,45.78,7.61,,0.0
46810,9.95,47.45,7.54,,0.0
46811,9.54,44.9,8.81,,0.0
46812,9.91,45.84,7.13,,0.0
46813,10.54,42.54,8.22,,0.0
46814,11.19,44.56,8.7,,0.0
46815,10.77,46.98,8.18,,0.0
46816,10.23,43.17,7.54,,0.0
46817,10.45,43.52,8.41,,0.0
46818,10.15,44.24,8.7,,0.0
46819,10.58,46.41,7.29,,0.0
46820,10.56,44.07,8.1,,0.0
46821,10.23,47.14,7.28,,0.0
46822,10.44,44.82,8.66,,0.0
46823,10.16,42.24,7.79,,0.0
46824,10.82,47.54,8.63,,0.0
46825,10.99,44.04,8.59,,0.0
46826,9.83,45.53,8.63,,0.0
46827,10.05,42.69,7.17,,0.0
46828,10.33,42.49,7.6,,0.0
46829,10.35,45.25,7.01,,0.0
46830,10.11,47.88,7.23,,0.0
46831,10.13,47.75,8.0,,0.0
46832,10.97,47.02,8.71,,0.0
46833,9.6,44.95,8.29,,0.0
46834,9.72,43.07,8.24,,0.0
46835,10.76,42.52,7.76,,0.0
46836,10.85,46.64,8.35,,0.0
46837,11.76,43.96,7.95,,0.0
46838,10.09,44.25,7.04,,0.0
46839,9.73,43.4,7.93,,0.0
46840,10.16,43.86,8.1,,0.0
46841,10.11,45.64,8.4,,0.0
46842,10.38,47.38,8.74,,0.0
46843,11.11,45.74,8.56,,0.0
46844,9.73,43.24,8.25,,0.0
46845,9.71,47.13,8.47,,0.0
46846,9.69,47.66,8.37,,0.0
46847,10.55,43.98,8.44,,0.0
46848,10.66,44.94,8.63,,0.0
46849,10.03,44.57,7.38,,0.0
46850,10.83,44.49,6.1,,0.0
46851,9.51,43.27,7.8,,1.0
46852,9.74,42.4,7.32,,1.0
46853,11.34,50.85,7.3,,1.0
46854,10.83,47.05,8.72,,1.0
46855,10.38,45.93,7.67,,1.0
46856,10.46,45.09,8.43,,1.0
46857,10.41,45.4,8.31,,1.0
46858,9.95,43.54,8.06,,1.0
46859,10.41,47.23,7.19,,1.0
46860,9.68,42.48,8.79,,1.0
46861,9.74,43.19,8.35,,1.0
46862,10.35,47.37,8.5,,1.0
46863,10.96,45.26,7.77,,1.0
46864,10.45,46.08,7.37,,1.0
46865,10.62,43.13,7.94,,1.0
46866,9.58,45.22,8.24,,1.0
46867,10.48,44.81,8.49,,1.0
46868,9.82,44.83,8.03,,1.0
46869,10.75,46.33,8.03,,1.0
46870,10.18,47.85,8.73,,1.0
46871,10.17,44.13,8.16,,1.0
46872,9.95,43.5,8.43,,1.0
46873,10.95,45.33,8.5,,1.0
46874,9.8,42.53,8.1,,1.0
46875,10.87,43.59,7.19,,1.0
46876,9.61,45.64,7.42,,1.0
46877,10.23,44.28,7.67,,1.0
46878,10.31,44.02,7.36,,1.0
46879,10.29,47.83,7.97,,1.0
46880,10.77,45.98,7.4,,1.0
46881,10.38,43.79,8.86,,1.0
46882,10.22,46.07,7.38,,1.0
46883,10.39,43.17,7.49,,1.0
46884,10.12,46.79,8.84,,1.0
46885,10.05,43.1,7.05,,1.0
46886,11.34,50.85,7.3,,1.0
46887,9.81,43.94,8.37,,1.0
46888,10.09,46.39,7.07,,1.0
46889,10.34,47.89,8.63,,1.0
46890,10.59,46.99,8.51,,1.0
46891,10.23,42.98,7.01,,1.0
46892,9.97,47.95,7.59,,1.0
46893,10.65,44.99,7.58,,1.0
46894,10.1,45.01,8.8,,1.0
46895,10.78,46.46,8.26,,1.0
46896,11.34,50.85,7.3,,1.0
46897,9.69,44.88,7.13,,1.0
46898,10.59,42.12,7.31,,1.0
46899,10.27,44.12,8.14,,1.0
46900,10.48,46.7,7.73,,1.0
46901,10.92,46.21,8.67,,1.0
46902,10.9,45.72,7.56,,1.0
46903,10.57,44.08,7.4,,1.0
46904,9.78,46.46,7.8,,1.0
46905,10.15,45.71,7.35,,1.0
46906,10.42,43.02,8.86,,1.0
46907,10.39,42.97,7.98,,1.0
46908,10.15,44.09,8.04,,1.0
46909,10.84,46.9,8.3,,1.0
46910,10.74,44.92,8.52,,1.0
46911,10.51,42.04,7.74,,1.0
46912,10.83,45.95,8.54,,1.0
46913,10.44,46.87,7.25,,1.0
46914,10.39,43.29,8.44,,1.0
46915,10.23,47.38,7.06,,1.0
46916,9.57,45.22,8.96,,1.0
46917,9.78,47.46,8.49,,1.0
46918,10.89,44.47,8.67,,1.0
46919,11.34,50.85,7.3,,1.0
46920,10.31,42.88,7.46,,1.0
46921,9.6,47.77,8.03,,1.0
46922,10.79,45.36,8.3,,1.0
46923,9.89,44.32,8.37,,1.0
46924,10.31,47.01,8.2,,1.0
46925,9.68,45.23,8.44,,1.0
46926,10.2,45.42,8.42,,1.0
46927,10.58,45.03,7.48,,1.0
46928,10.93,44.87,7.49,,1.0
46929,10.0,42.32,8.17,,1.0
46930,10.48,47.34,8.33,,1.0
46931,10.82,44.37,7.93,,1.0
46932,11.43,43.45,8.93,,1.0
46933,10.11,47.06,8.31,,1.0
46934,10.8,42.77,8.17,,1.0
46935,9.66,47.66,7.44,,1.0
46936,10.68,44.34,7.79,,1.0
46937,10.49,47.44,8.84,,1.0
46938,10.89,44.49,8.98,,1.0
46939,10.87,42.82,8.8,,1.0
46940,10.81,42.17,8.41,,1.0
46941,10.19,43.93,7.77,,1.0
46942,11.43,43.45,8.93,,1.0
46943,10.72,44.78,7.58,,1.0
46944,10.34,45.68,7.37,,1.0
46945,9.92,42.58,8.39,,1.0
46946,10.22,43.57,7.98,,1.0
46947,10.13,47.86,7.76,,1.0
46948,9.93,45.25,7.97,,1.0
46949,10.16,42.33,8.75,,1.0
46950,9.78,44.79,8.02,,1.0
46951,9.77,44.37,7.36,,1.0
46952,10.89,43.49,7.5,,1.0
46953,10.75,47.17,7.71,,1.0
46954,10.15,47.0,8.96,,1.0
46955,10.71,47.31,8.5,,1.0
46956,10.68,42.33,8.21,,1.0
46957,9.82,44.4,8.38,,1.0
46958,9.97,42.85,8.17,,1.0
46959,9.84,47.69,7.17,,1.0
46960,9.53,47.77,8.07,,1.0
46961,9.85,46.6,7.89,,1.0
46962,9.81,47.08,7.65,,1.0
46963,10.67,47.43,7.18,,1.0
46964,10.79,44.97,8.16,,1.0
46965,10.23,45.14,7.26,,1.0
46966,10.69,46.23,8.64,,1.0
46967,11.43,43.45,8.93,,1.0
46968,10.01,44.97,8.05,,1.0
46969,10.66,46.16,8.86,,1.0
46970,10.74,45.91,8.67,,1.0
46971,9.64,42.67,8.15,,1.0
46972,10.67,42.68,7.66,,1.0
46973,11.43,43.45,8.93,,1.0
46974,10.08,44.74,8.17,,1.0
46975,10.2,45.53,7.7,,1.0
46976,10.79,43.18,7.69,,1.0
46977,10.58,43.39,8.35,,1.0
46978,10.13,47.75,7.5,,1.0
46979,10.61,44.66,7.74,,1.0
46980,9.68,44.72,8.16,,1.0
46981,10.8,44.91,8.95,,1.0
46982,10.29,47.22,7.59,,1.0
46983,10.43,43.77,7.58,,1.0
46984,9.6,45.0,8.34,,1.0
46985,9.95,47.38,7.11,,1.0
46986,9.53,47.29,8.71,,1.0
46987,9.99,46.59,7.59,,1.0
46988,10.1,45.52,8.05,,1.0
46989,9.65,43.89,7.63,,1.0
46990,10.04,45.86,7.62,,1.0
46991,10.89,43.69,7.58,,1.0
46992,11.45,45.31,7.86,,1.0
46993,10.86,45.3,8.79,,1.0
46994,10.91,43.58,7.19,,1.0
46995,10.84,44.09,7.68,,1.0
46996,10.14,47.58,7.46,,1.0
46997,9.96,43.79,7.46,,1.0
46998,10.31,44.68,7.9,,1.0
46999,10.81,44.53,8.86,,1.0
47000,9.77,42.28,8.15,,1.0
47001,10.58,43.88,8.12,,1.0
47002,9.64,46.46,7.96,,1.0
47003,10.99,45.02,8.85,,1.0
47004,9.81,45.24,8.96,,1.0
47005,10.57,45.7,8.53,,1.0
47006,9.95,45.05,8.39,,1.0
47007,10.9,47.16,8.07,,1.0
47008,10.62,43.56,7.91,,1.0
47009,11.17,45.27,7.24,,1.0
47010,9.6,47.3,8.41,,1.0
47011,9.82,42.14,7.39,,1.0
47012,10.2,45.44,7.02,,1.0
47013,9.54,47.58,7.22,,1.0
47014,10.82,45.46,8.33,,1.0
47015,10.13,45.71,8.45,,1.0
47016,10.99,47.79,8.55,,1.0
47017,10.23,44.29,7.47,,1.0
47018,10.0,45.34,8.84,,1.0
47019,10.01,44.72,7.26,,1.0
47020,10.47,43.85,7.59,,1.0
47021,10.32,44.99,7.67,,1.0
47022,10.55,45.76,7.68,,1.0
47023,10.89,43.86,7.26,,1.0
47024,9.58,47.3,8.4,,1.0
47025,10.97,45.89,8.5,,1.0
47026,9.76,45.9,7.11,,1.0
47027,9.92,42.26,7.16,,1.0
47028,10.49,47.12,8.04,,1.0
47029,10.86,45.68,8.9,,1.0
47030,10.5,47.34,7.67,,1.0
47031,10.88,42.77,7.74,,1.0
47032,10.82,43.64,8.46,,1.0
47033,10.27,45.36,8.21,,1.0
47034,9.82,43.11,7.77,,1.0
47035,10.09,47.36,8.0,,1.0
47036,10.47,47.71,8.24,,1.0
47037,10.83,46.83,7.28,,1.0
47038,10.96,47.39,8.45,,1.0
47039,10.5,44.91,8.51,,1.0
47040,10.09,47.28,7.86,,1.0
47041,10.72,42.85,8.11,,1.0
47042,9.71,45.83,7.71,,1.0
47043,10.4,46.66,8.22,,1.0
47044,9.83,42.49,8.08,,1.0
47045,10.95,45.91,8.81,,1.0
47046,10.87,46.52,8.64,,1.0
47047,9.63,42.9,7.1,,1.0
47048,9.99,43.27,7.31,,1.0
47049,9.57,44.93,7.15,,1.0
47050,10.74,45.44,7.39,,1.0
47051,10.54,42.56,8.34,,1.0
47052,9.62,44.18,7.59,,1.0
47053,10.15,46.06,8.68,,1.0
47054,10.9,43.84,8.98,,1.0
47055,10.78,42.69,8.4,,1.0
47056,9.67,44.99,8.15,,1.0
47057,10.11,47.39,8.63,,1.0
47058,10.04,46.18,7.44,,1.0
47059,10.61,45.03,8.98,,1.0
47060,10.47,47.79,7.53,,1.0
47061,10.94,45.17,7.8,,1.0
47062,9.91,43.45,7.15,,1.0
47063,10.53,44.77,8.04,,1.0
47064,9.63,42.21,7.54,,1.0
47065,11.47,45.31,7.18,,1.0
47066,10.11,45.97,7.27,,1.0
47067,11.01,42.72,7.64,,1.0
47068,10.56,45.51,8.17,,1.0
47069,9.67,44.02,8.25,,1.0
47070,10.77,45.4,8.14,,1.0
47071,10.85,42.78,7.75,,1.0
47072,10.43,45.38,7.08,,1.0
47073,10.49,45.66,7.37,,1.0
47074,10.25,45.98,7.93,,1.0
47075,10.64,42.64,7.29,,1.0
47076,9.66,45.45,7.28,,1.0
47077,10.23,45.43,7.09,,1.0
47078,10.47,45.29,7.29,,1.0
47079,9.96,47.41,8.32,,1.0
47080,10.23,44.04,8.49,,1.0
47081,10.02,44.01,7.54,,1.0
47082,9.52,44.56,8.46,,1.0
47083,10.35,43.48,7.11,,1.0
47084,10.04,44.64,8.58,,1.0
47085,10.47,45.45,8.34,,1.0
47086,10.38,47.86,7.17,,1.0
47087,10.69,43.04,8.54,,1.0
47088,10.17,45.49,7.77,,1.0
47089,10.48,45.56,8.57,,1.0
47090,10.81,45.85,8.79,,1.0
47091,10.74,43.01,8.02,,1.0
47092,10.51,43.86,8.88,,1.0
47093,10.45,46.07,8.01,,1.0
47094,10.12,42.71,7.52,,1.0
47095,10.75,47.36,8.08,,1.0
47096,10.17,42.87,8.77,,1.0
47097,9.67,42.84,7.34,,1.0
47098,9.52,43.44,8.68,,1.0
47099,10.81,42.82,8.26,,1.0
47100,10.84,45.2,8.83,,1.0
47101,10.94,43.63,7.99,,1.0
47102,9.91,47.46,8.96,,1.0
47103,9.52,43.88,8.98,,1.0
47104,9.55,46.16,7.54,,1.0
47105,9.86,45.62,7.97,,1.0
47106,10.28,45.81,7.73,,1.0
47107,10.45,43.3,7.11,,1.0
47108,10.3,42.85,7.66,,1.0
47109,10.09,46.48,7.52,,1.0
47110,10.12,46.49,7.73,,1.0
47111,10.03,47.64,7.52,,1.0
47112,10.98,44.38,7.39,,1.0
47113,10.33,45.25,8.82,,1.0
47114,10.41,43.47,8.48,,1.0
47115,10.14,47.18,8.21,,1.0
47116,10.42,46.59,8.04,,1.0
47117,9.54,46.77,8.67,,1.0
47118,10.47,50.7,5.99,,1.0
47119,10.41,44.29,8.17,,1.0
47120,10.23,46.06,7.81,,1.0
47121,9.54,43.6,7.36,,1.0
47122,10.15,47.4,8.32,,1.0
47123,9.7,45.82,7.19,,1.0
47124,9.75,45.67,8.97,,1.0
47125,9.77,43.38,8.07,,1.0
47126,9.69,47.59,7.72,,1.0
47127,10.43,45.68,8.41,,1.0
47128,9.59,45.21,7.43,,1.0
47129,10.91,46.74,7.78,,1.0
47130,9.83,46.66,7.41,,1.0
47131,10.6,47.7,8.4,,1.0
47132,10.6,43.99,7.48,,1.0
47133,10.16,44.94,8.29,,1.0
47134,10.64,45.75,7.81,,1.0
47135,9.56,42.43,7.52,,1.0
47136,9.7,46.06,7.34,,1.0
47137,9.62,42.64,8.72,,1.0
47138,10.09,46.36,8.26,,1.0
47139,10.47,42.98,8.0,,1.0
47140,10.29,43.43,8.23,,1.0
47141,10.08,46.46,7.99,,1.0
47142,10.34,46.35,8.54,,1.0
47143,10.74,45.47,8.37,,1.0
47144,10.77,47.15,8.12,,1.0
47145,10.22,45.84,8.87,,1.0
47146,10.12,44.3,7.59,,1.0
47147,10.55,46.54,8.93,,1.0
47148,10.05,46.32,8.63,,1.0
47149,10.74,42.64,8.55,,1.0
47150,10.0,44.15,8.24,,1.0
47151,10.57,46.89,7.79,,1.0
47152,10.12,44.23,8.99,,1.0
47153,11.82,46.31,5.66,,1.0
47154,10.86,42.96,7.92,,1.0
47155,10.21,45.99,8.55,,1.0
47156,10.34,46.09,7.86,,1.0
47157,10.77,45.27,7.92,,1.0
47158,10.82,45.2,8.52,,1.0
47159,10.93,46.35,8.95,,1.0
47160,9.84,44.16,8.29,,1.0
47161,10.51,42.01,7.48,,1.0
47162,10.2,46.12,8.38,,1.0
47163,10.24,44.86,8.86,,1.0
47164,9.93,44.4,8.68,,1.0
47165,10.13,44.49,7.65,,1.0
47166,10.7,43.29,7.34,,1.0
47167,9.81,45.8,7.82,,1.0
47168,10.42,42.71,7.61,,1.0
47169,10.19,47.05,7.2,,1.0
47170,10.34,44.11,8.12,,1.0
47171,9.96,46.77,7.44,,1.0
47172,9.65,42.11,7.67,,1.0
47173,9.85,43.86,8.88,,1.0
47174,10.15,45.41,7.95,,1.0
47175,10.56,42.92,8.43,,1.0
47176,10.84,42.04,8.45,,1.0
47177,10.82,44.54,8.03,,1.0
47178,10.37,42.32,7.1,,1.0
47179,10.73,44.14,7.55,,1.0
47180,10.05,43.01,7.82,,1.0
47181,10.06,45.71,7.36,,1.0
47182,10.0,45.92,7.06,,1.0
47183,10.61,47.04,8.53,,1.0
47184,10.1,44.19,8.57,,1.0
47185,10.16,44.52,7.95,,1.0
47186,9.54,44.54,8.18,,1.0
47187,10.69,42.13,8.55,,1.0
47188,9.93,45.43,7.54,,1.0
47189,10.79,43.19,7.71,,1.0
47190,10.15,44.82,8.98,,1.0
47191,10.74,45.9,7.3,,1.0
47192,10.05,46.27,7.95,,1.0
47193,10.22,46.05,8.31,,1.0
47194,10.13,43.92,8.02,,1.0
47195,10.7,45.75,7.71,,1.0
47196,10.07,46.16,7.29,,1.0
47197,9.95,47.62,8.76,,1.0
47198,9.89,47.45,8.52,,1.0
47199,9.97,44.97,8.73,,1.0
47200,10.91,43.48,8.41,,1.0
47201,10.3,45.28,7.92,,1.0
47202,10.9,43.9,7.92,,1.0
47203,10.23,46.39,7.42,,1.0
47204,9.81,45.06,8.37,,1.0
47205,10.72,46.39,7.94,,1.0
47206,9.59,44.05,8.36,,1.0
47207,9.57,42.1,5.81,,1.0
47208,10.73,43.74,7.57,,1.0
47209,10.45,46.11,8.92,,1.0
47210,10.46,43.65,8.63,,1.0
47211,10.5,43.14,8.73,,1.0
47212,10.74,47.89,7.37,,1.0
47213,9.51,44.08,8.9,,1.0
47214,9.66,45.41,8.01,,1.0
47215,10.16,45.97,7.2,,1.0
47216,10.06,44.91,7.2,,1.0
47217,10.55,44.2,7.43,,1.0
47218,10.39,42.24,7.18,,1.0
47219,10.43,44.85,7.35,,1.0
47220,9.64,47.06,8.27,,1.0
47221,10.11,45.91,8.24,,1.0
47222,9.88,45.94,7.45,,1.0
47223,9.67,42.34,8.72,,1.0
47224,10.03,46.4,7.02,,1.0
47225,10.45,45.08,7.27,,1.0
47226,10.75,43.72,7.63,,1.0
47227,9.7,44.05,7.76,,1.0
47228,10.07,43.48,8.27,,1.0
47229,9.73,45.83,7.35,,1.0
47230,9.89,44.88,8.54,,1.0
47231,10.0,45.55,7.39,,1.0
47232,10.68,45.03,7.76,,1.0
47233,9.55,47.77,8.99,,1.0
47234,10.57,44.27,8.99,,1.0
47235,10.51,43.14,7.21,,1.0
47236,9.78,44.02,8.05,,1.0
47237,9.74,47.06,7.82,,1.0
47238,10.05,46.11,8.93,,1.0
47239,9.86,45.12,8.06,,1.0
47240,10.04,44.96,8.85,,1.0
47241,10.96,44.15,8.88,,1.0
47242,10.35,45.86,8.52,,1.0
47243,9.96,45.26,7.98,,1.0
47244,9.96,46.13,7.18,,1.0
47245,9.92,45.7,8.86,,1.0
47246,10.28,47.54,8.65,,1.0
47247,10.21,45.93,7.59,,1.0
47248,10.18,43.45,8.55,,1.0
47249,9.91,46.76,7.32,,1.0
47250,10.44,47.53,7.71,,1.0
47251,9.88,43.63,8.83,,1.0
47252,10.85,46.85,7.98,,1.0
47253,9.59,46.13,8.24,,1.0
47254,10.39,43.57,8.81,,1.0
47255,10.1,44.45,7.74,,1.0
47256,10.97,47.17,7.56,,1.0
47257,10.58,45.43,7.65,,1.0
47258,10.44,44.42,8.33,,1.0
47259,10.55,46.34,7.92,,1.0
47260,9.52,44.08,7.97,,1.0
47261,10.27,44.52,8.52,,1.0
47262,10.56,46.63,8.78,,1.0
47263,11.08,45.57,5.58,,1.0
47264,10.18,45.08,8.96,,1.0
47265,10.84,47.39,7.31,,1.0
47266,10.27,45.3,8.57,,1.0
47267,10.6,43.25,7.61,,1.0
47268,9.55,42.09,8.89,,1.0
47269,10.08,42.31,7.15,,1.0
47270,10.68,43.11,7.08,,1.0
47271,10.43,46.37,7.86,,1.0
47272,10.63,42.01,8.58,,1.0
47273,9.72,43.56,8.52,,1.0
47274,10.24,46.04,7.67,,1.0
47275,10.78,43.33,7.11,,1.0
47276,10.58,43.99,7.51,,1.0
47277,9.96,45.19,7.32,,1.0
47278,10.77,44.18,7.81,,1.0
47279,10.93,43.78,7.1,,1.0
47280,10.03,46.09,7.28,,1.0
47281,10.3,47.14,8.38,,1.0
47282,10.03,45.65,7.88,,1.0
47283,10.17,47.76,8.41,,1.0
47284,9.96,42.1,8.59,,1.0
47285,10.41,42.4,8.53,,1.0
47286,10.48,44.15,8.3,,1.0
47287,9.97,46.15,8.05,,1.0
47288,10.72,46.01,7.95,,1.0
47289,9.77,46.36,8.42,,1.0
47290,10.2,42.58,8.85,,1.0
47291,10.78,45.78,8.7,,1.0
47292,9.79,46.56,8.31,,1.0
47293,10.51,44.42,8.15,,1.0
47294,10.12,42.64,8.05,,1.0
47295,9.79,47.27,8.47,,1.0
47296,9.98,45.14,8.7,,1.0
47297,9.57,45.81,8.19,,1.0
47298,9.71,47.22,7.25,,1.0
47299,9.91,47.14,7.85,,1.0
47300,10.19,47.74,7.52,,1.0
47301,10.75,44.73,7.16,,1.0
47302,10.34,45.75,8.62,,1.0
47303,10.46,42.15,7.84,,1.0
47304,9.98,42.18,7.9,,1.0
47305,10.03,42.18,8.11,,1.0
47306,10.31,42.95,8.68,,1.0
47307,10.37,45.54,7.96,,1.0
47308,10.22,47.44,8.34,,1.0
47309,9.62,45.0,8.95,,1.0
47310,10.7,45.34,7.17,,1.0
47311,9.51,45.32,8.37,,1.0
47312,10.29,46.42,7.82,,1.0
47313,10.36,43.83,8.94,,1.0
47314,10.36,43.71,7.69,,1.0
47315,10.17,42.88,8.14,,1.0
47316,10.51,47.27,8.38,,1.0
47317,10.55,44.76,8.05,,1.0
47318,10.27,42.11,8.56,,1.0
47319,10.02,46.33,7.87,,1.0
47320,10.16,46.39,8.11,,1.0
47321,9.95,45.77,7.23,,1.0
47322,9.74,44.3,8.66,,1.0
47323,9.57,45.18,7.76,,1.0
47324,10.09,46.33,8.62,,1.0
47325,10.46,46.87,8.05,,1.0
47326,10.06,43.69,7.51,,1.0
47327,10.46,47.06,7.54,,1.0
47328,10.02,45.48,7.46,,1.0
47329,9.52,46.24,7.59,,1.0
47330,10.94,47.45,8.47,,1.0
47331,9.93,44.57,8.75,,1.0
47332,10.28,44.02,8.63,,1.0
47333,10.92,47.31,8.18,,1.0
47334,9.58,44.39,7.86,,1.0
47335,10.29,44.21,8.71,,1.0
47336,10.02,46.43,8.17,,1.0
47337,10.13,44.94,8.35,,1.0
47338,9.77,42.97,8.48,,1.0
47339,9.79,42.57,8.28,,1.0
47340,10.5,42.15,7.59,,1.0
47341,10.16,43.23,8.98,,1.0
47342,10.73,46.18,7.1,,1.0
47343,11.71,46.95,8.75,,1.0
47344,10.88,45.03,8.05,,1.0
47345,9.89,42.15,7.78,,1.0
47346,9.53,43.39,7.74,,1.0
47347,10.79,47.4,8.4,,1.0
47348,9.94,46.24,7.21,,1.0
47349,10.74,43.9,8.32,,1.0
47350,9.62,42.16,8.37,,1.0
47351,9.82,45.51,7.99,,1.0
47352,9.87,46.75,7.14,,1.0
47353,10.95,42.81,7.55,,1.0
47354,10.42,46.92,8.59,,1.0
47355,10.55,43.99,7.59,,1.0
47356,9.61,46.7,8.69,,1.0
47357,10.67,43.27,7.58,,1.0
47358,10.46,42.79,7.73,,1.0
47359,11.71,46.95,8.75,,1.0
47360,10.67,46.88,7.7,,1.0
47361,10.92,43.54,8.78,,1.0
47362,10.09,47.39,7.81,,1.0
47363,10.95,42.67,8.62,,1.0
47364,9.93,46.12,7.35,,1.0
47365,10.44,42.91,7.83,,1.0
47366,9.82,42.15,8.4,,1.0
47367,10.53,44.19,8.97,,1.0
47368,10.37,47.3,8.75,,1.0
47369,9.57,42.1,8.88,,1.0
47370,9.85,46.29,7.65,,1.0
47371,9.67,44.24,8.47,,1.0
47372,10.41,46.22,7.98,,1.0
47373,10.14,46.77,7.54,,1.0
47374,10.93,43.28,7.98,,1.0
47375,10.35,47.2,7.47,,1.0
47376,9.72,43.55,7.05,,1.0
47377,11.71,46.95,8.75,,1.0
47378,10.24,44.44,7.78,,1.0
47379,10.86,44.78,8.31,,1.0
47380,10.46,43.55,7.65,,1.0
47381,10.83,45.12,7.62,,1.0
47382,10.67,43.36,7.12,,1.0
47383,10.53,45.61,8.23,,1.0
47384,10.32,45.56,8.24,,1.0
47385,10.83,43.27,7.49,,1.0
47386,11.71,46.95,8.75,,1.0
47387,9.55,45.07,7.61,,1.0
47388,10.78,46.1,7.19,,1.0
47389,10.57,45.51,7.11,,1.0
47390,9.68,45.83,8.89,,1.0
47391,9.53,42.12,7.64,,1.0
47392,10.97,43.36,8.42,,1.0
47393,10.75,45.07,8.49,,1.0
47394,9.95,44.11,7.32,,1.0
47395,10.61,45.12,8.03,,1.0
47396,10.79,44.72,8.08,,1.0
47397,10.78,43.59,7.21,,1.0
47398,9.53,45.53,7.07,,1.0
47399,10.47,44.34,8.39,,1.0
47400,9.65,43.86,8.62,,1.0
47401,9.83,43.29,7.99,,1.0
47402,9.68,46.68,8.02,,1.0
47403,9.99,45.0,7.53,,1.0
47404,9.55,43.02,8.67,,1.0
47405,11.61,42.61,8.42,,1.0
47406,10.97,42.99,7.19,,1.0
47407,10.69,46.3,7.78,,1.0
47408,9.85,42.22,8.43,,1.0
47409,10.01,42.92,8.83,,1.0
47410,10.58,45.65,8.81,,1.0
47411,10.23,43.59,8.44,,1.0
47412,9.95,44.7,8.87,,1.0
47413,10.99,42.8,7.27,,1.0
47414,11.19,47.83,8.6,,1.0
47415,9.72,45.59,7.33,,1.0
47416,10.54,46.38,8.03,,1.0
47417,10.18,44.6,8.39,,1.0
47418,10.79,46.52,8.23,,1.0
47419,9.98,43.94,8.39,,1.0
47420,11.28,42.96,8.07,,1.0
47421,9.99,43.87,7.77,,1.0
47422,10.65,43.82,8.46,,1.0
47423,10.87,47.52,7.62,,1.0
47424,9.69,42.09,8.52,,1.0
47425,9.52,43.93,7.98,,1.0
47426,10.58,46.61,8.48,,1.0
47427,9.98,43.78,8.57,,1.0
47428,10.54,44.58,7.5,,1.0
47429,10.23,47.11,8.01,,1.0
47430,10.67,42.06,7.04,,1.0
47431,10.26,47.77,7.54,,1.0
47432,9.68,43.91,7.79,,1.0
47433,10.62,43.43,8.35,,1.0
47434,10.65,43.61,8.48,,1.0
